sabal	ˈsaː.bɐl
lalakinin	lɐ.lɐˈxiː.n̪ɪn̪
'di ga	ˌd̪ɪʔ ˈɡa
dapo	ˈd̪aː.poʔ
dandang	d̪ɐn̪ˈd̪aŋ
lalan	lɐˈlan̪
guwapo	ˈɡwaː.po
kiling	kɪˈlɪŋ
utak-pulbura	ˌʔuː.t̪ɐk pʊl.bʊˈɾa
meskit	mɛsˈkɪt̪̚
kakaiba	ˌkaː.xɐ.ʔɪˈba
lihim	ˈliː.hɪm
habambuhay	ˌhaː.bɐmˈbuː.haɪ̯
isang dakot na hangin	ʔɪˌsan̪ d̪ɐˌxot̪ n̪ɐ ˈhaː.ŋɪn̪
akwatro	ʔɐˈkwaː.t̪ɾo
ahensya de-empenyos	ʔɐˌhɛn̪.ʃɐ d̪ɛ ʔɛmˈpɛː.ɲos
hilot	ˈhiː.lot̪̚
kakarag-karag	kɐ.xɐˌɾaɡ kɐˈɾaɡ̚
albay	ʔɐlˈbaɪ̯
kalit	kɐˈlɪt̪̚
arameya	ʔɐ.ɾɐˈmɛː.jɐ
mutha	mʊt̪ˈhaʔ
baritono	bɐ.ɾɪˈt̪oː.n̪o
lumapirot	lʊ.mɐ.pɪˈɾot̪̚
de-kuryente	d̪ɛ xʊɾˈjɛn̪.t̪ɛ
antikuwado	ʔɐn̪.t̪ɪˈkwaː.d̪o
alabastro	ʔɐ.lɐˈbas.t̪ɾo
ayre	ˈʔaɪ̯.ɾɛ
aya	ˈʔaː.jɐ
simplehan	ˌsim.plɛˈhan̪
yaman	ˈjaː.mɐn̪
tungkol	t̪ʊŋˈkol
'ka mo	ˈkaʔ mo
paglalarawan	pɐɡ.lɐ.lɐˈɾaː.wɐn̪
anakpawis	ʔɐ.n̪ɐkˈpaː.wɪs
kamikam	kɐˈmiː.xɐm
saksihan	sɐk.sɪˈhan̪
lagpas	lɐɡˈpas
bituka	bɪˈt̪uː.xɐ
karaniwan	kɐ.ɾɐˈn̪iː.wɐn̪
mangkakalot	mɐŋ.kɐ.xɐˈlot̪̚
talahib	t̪ɐˈlaː.hɪb̚
babuyin	bɐˈbuː.jɪn̪
yugto	jʊɡˈt̪oʔ
tiyong	ˈt͡ʃoŋ
hanga	ˈhaː.ŋɐʔ
puyit	pʊˈjɪt̪̚
karay	kɐˈɾaɪ̯
ankla	ˈʔaŋ.klɐ
espantaho	ʔɛs.pɐn̪ˈt̪aː.ho
anak ng tokwa	ʔɐˌn̪ak n̪ɐn̪ ˈt̪ok.wɐ
taban	ˈt̪aː.bɐn̪
igapos	ʔɪˈɣaː.pos
tuyo	t̪ʊˈjoʔ
anime	ˌʔaː.n̪ɪˈmɛ
way	waɪ̯
apostropi	ʔɐˌpos.t̪ɾoˈpɪ
kumbenyente	kʊm.bɛnˈɲɛn̪.t̪ɛ
makahiya	mɐ.xɐˈhjaʔ
puntos	ˈpun̪.t̪os
bubon	bʊˈbon̪
samaritano	sɐ.mɐ.ɾɪˈt̪aː.n̪o
sorbetes	soɾˈbɛː.t̪ɛs
anlandi	ʔɐn̪.lɐn̪ˈd̪ɪʔ
aaban	ʔɐ.ʔɐˈban̪
pinilakang-tabing	pɪ.n̪ɪˌlaː.xɐn̪ ˈt̪aː.bɪŋ
nobenaryo	n̪o.bɛˈn̪aɾ.jo
kabisera	kɐ.bɪˈsɛː.ɾɐ
dagibalniing liboy	d̪ɐ.ɣɪ.bɐlˌn̪iː.jɪn̪ ˈliː.boɪ̯
panutog	pɐˈn̪uː.t̪oɡ̚
pagmamadali	pɐɡ.mɐ.mɐ.d̪ɐˈlɪʔ
mahadero	mɐ.hɐˈd̪ɛː.ɾo
bulubundukin	bʊ.lʊ.bʊn̪ˈd̪uː.xɪn̪
istakholder	ʔɪs.t̪ɐkˈhol.d̪ɛɾ
aibutod	ʔɐ.ʔɪˈbuː.t̪od̪̚
wakya	wɐkˈjaʔ
buratsera	bʊ.ɾɐtˈt͡ʃɛː.ɾɐ
bastos	bɐsˈt̪os
uulan	ˌʔuː.ʔʊˈlan̪
lalik	ˈlaː.lɪk̚
mahenta	mɐˈhɛn̪.t̪ɐ
hapin	hɐˈpɪn̪
bulag	bʊˈlaɡ̚
piyok	ˈpjok̚
adapsyon	ʔɐˈd̪ap.ʃon̪
hiblay	hɪbˈlaɪ̯
biglang-baha	bɪɡˌlam bɐˈhaʔ
salagubang	sɐ.lɐˈɣuː.bɐŋ
gawalagad	ɡɐ.wɐ.lɐˈɣad̪̚
lawing	lɐˈwɪŋ
magdede	mɐɡˈd̪ɛː.d̪ɛ
maniwala	mɐ.n̪ɪˈwaː.lɐʔ
kutsino	kʊtˈt͡ʃiː.n̪o
bingwit	bɪŋˈwɪt̪̚
ikagalak	ʔɪ.xɐ.ɣɐˈlak̚
kahalayan	kɐ.hɐˈlaː.jɐn̪
nagnanais	n̪ɐɡ.n̪ɐˈn̪aː.ʔɪs
rido	ɾɪˈd̪o
amorosa	ʔɐ.moˈɾoː.sɐ
manalangin	mɐ.n̪ɐˈlaː.ŋɪn̪
kaliitan	kɐ.lɪ.ʔɪˈt̪an̪
sa maniwala ka o sa hindi	sɐ mɐ.n̪ɪˌwaː.lɐʔ kɐ ʔo sɐ hɪn̪ˈd̪ɪʔ
samantala	sɐ.mɐn̪ˈt̪aː.lɐ
kutsada	kʊt̪ˈsaː.d̪ɐ
armadilyo	ʔɐɾ.mɐˈd̪il.jo
semplang	ˈsɛm.plɐŋ
uten	ˈʔuː.t̪ɛn̪
manananggal	mɐ.n̪ɐ.n̪ɐŋˈɡal
bainte	ˈbaɪ̯n̪.t̪ɛ
sirena	sɪˈɾɛː.n̪ɐ
abiso	ʔɐˈbiː.so
kokak	ˈkoː.xɐk̚
antaray	ʔɐn̪ˈt̪aː.ɾaɪ̯
nguni't	ˈŋuː.n̪ɪt̪̚
intermedya	ʔɪn̪.t̪ɛɾˈmɛː.d͡ʒɐ
ma- -in	mɐ ɪn̪
sinuman	ˌsiː.n̪ʊˈman̪
kulalaying	kʊ.lɐ.lɐˈjɪŋ
sirup	ˈsiː.ɾʊp̚
krimen laban sa sangkatauhan	kɾɪˌmɛn̪ ˌlaː.bɐn̪ sɐ sɐŋ.kɐ.t̪ɐˈʔuː.hɐn̪
mang-insulto	mɐŋ.ʔɪn̪ˈsul.t̪o
pornograpiya	poɾ.n̪o.ɡɾɐˈpiː.jɐ
kaputian ng itlog	kɐ.pʊ.t̪ɪˌʔan̪ n̪ɐŋ ʔɪt̪ˈl̪oɡ̚
kabukiran	kɐ.bʊˈxiː.ɾɐn̪
bagsak-presyo	bɐɡˌsak ˈpɾɛː.ʃo
na	n̪ɐ
reyal	ɾɛˈjal
tika	ˈt̪iː.xɐ
umayos	ʔʊˈmaː.jos
dosis	ˈd̪oː.sɪs
dagsinsukatin	d̪ɐɡ.sɪn̪.sʊ.xɐˈt̪ɪn̪
tagumpay	t̪ɐ.ɣʊmˈpaɪ̯
uriya	ʔʊˈɾja
malarya	mɐˈlaɾ.jɐ
bangag	bɐˈŋaɡ̚
siyurpit	ˈʃuɾ.pɪt̪̚
sanhi	sɐn̪ˈhɪʔ
tawanan	t̪ɐˈwaː.n̪ɐn̪
ispesyas	ʔɪsˈpɛː.ʃɐs
sustansya	sʊsˈt̪an̪.ʃɐ
kompulsaryo	kom.pʊlˈsaɾ.jo
uhod	ˈʔuː.hod̪̚
humiram	hʊ.mɪˈɾam
hoy	ˈhoɪ̯
aguwaras	ʔɐ.ɡwɐˈɾas
habambuhay na pagkabilanggo	ˌhaː.bɐmˌbuː.haɪ̯ n̪ɐ pɐɡ.kɐ.bɪ.lɐŋˈɡoʔ
pabuksan	pɐ.bʊkˈsan̪
muhara	mʊˈhaː.ɾɐ
napkin	ˈn̪ap.kɪn̪
bayar	ˈbaː.jɐɾ
elye	ˈʔɛl.jɛ
bulalayak	ˌbuː.lɐ.lɐˈjak̚
debelop	d̪ɛˈbɛː.lop̚
bangsing-tao	bɐn̪ˌsɪn̪ ˈt̪aː.ʔo
pang-ibaba	pɐŋ.ʔɪ.bɐˈbaʔ
kalasag ng bansa	kɐˌlaː.sɐɡ n̪ɐm bɐn̪ˈsaʔ
lelang-tanda	ˌlɛː.lɐn̪ t̪ɐn̪ˈd̪aʔ
yakis	ˈjaː.xɪs
kalamansanay	kɐ.lɐ.mɐn̪ˈsaː.n̪aɪ̯
hating-daigdig	ˌhaː.t̪ɪn̪ d̪ɐ.ʔɪɡˈd̪ɪɡ̚
alisto	ʔɐˈlis.t̪o
'yan	ˈjan̪
ambwang	ʔɐmˈbwaŋ
pandiwa	pɐn̪ˈd̪iː.wɐʔ
elektroiman	ʔɛ.lɛk.t̪ɾo.ʔɪˈman̪
prediksyon	pɾɛ.d̪ɪkˈʃon̪
taway	t̪ɐˈwaɪ̯
bahay-bata	ˌbaː.haɪ̯ ˈbaː.t̪ɐʔ
tiplas	t̪ɪpˈlas
ahensiya de-impenyos	ʔɐˌhɛn̪.ʃɐ d̪ɛ ʔɪmˈpɛː.ɲos
kortosirkuwito	koɾ.t̪o.sɪɾˈkwiː.t̪o
mapagkumbaba	mɐ.pɐɡ.kʊm.bɐˈbaʔ
lumapot	lʊˈmaː.pot̪̚
pagpapatiwakal	pɐɡ.pɐ.pɐ.t̪ɪ.wɐˈxal
gutoy	ɡʊˈt̪oɪ̯
ilang taon ka na	ʔɪˌlan̪ t̪ɐˈʔoŋ kɐ n̪ɐ
yak	ˈjak̚
waak	wɐˈʔak̚
kinauukulan	kɪˌn̪aː.ʔʊ.ʔʊˈxuː.lɐn̪
surutso	sʊˈɾuː.t͡ʃo
harapin	hɐ.ɾɐˈpɪn̪
libingan	lɪˈbiː.ŋɐn̪
bopis	ˈboː.pɪs
tulisanes	t̪ʊ.lɪˈsaː.n̪ɛs
sung-al	sʊŋˈʔal
daldalero	d̪ɐl.d̪ɐˈlɛː.ɾo
esparago	ʔɛsˌpaː.ɾɐˈɣo
bandila	bɐn̪ˈd̪iː.lɐʔ
bako	bɐˈxoʔ
tingga	t̪ɪŋˈɡaʔ
pimpong	ˈpim.poŋ
duguan	d̪ʊ.ɣʊˈʔan̪
tambaw	t̪ɐmˈbaʊ̯
paligsa	pɐ.lɪɡˈsa
lisensiyado	lɪ.sɛn̪ˈʃaː.d̪o
dumulas	d̪ʊ.mʊˈlas
tumayo sa sariling mga paa	t̪ʊ.mɐˌjoʔ sɐ sɐˌɾiː.lɪŋ mɐˌŋa pɐˈʔa
sa kasawiang-palad	sɐ xɐ.sɐˌwiː.ʔɐm ˈpaː.lɐd̪̚
galang	ˈɡaː.lɐŋ
madaldal	mɐ.d̪ɐlˈd̪al
may pananagutan sa buhay	maɪ̯ pɐ.n̪ɐ.n̪ɐˌɣuː.t̪ɐn̪ sɐ ˈbuː.haɪ̯
pagkanonisa	pɐɡ.kɐ.n̪o.n̪ɪˈsa
alpinismo	ʔɐl.pɪˈn̪is.mo
agwatiyempo	ˌʔaɡ.wɐˈt͡ʃɛm.po
baitang-baitang	bɐ.ʔɪˌt̪am bɐ.ʔɪˈt̪aŋ
mamolitika	mɐ.moˌliː.t̪ɪˈxa
anak-mayaman	ʔɐˌn̪ak mɐˈjaː.mɐn̪
putak	pʊˈt̪ak̚
gurgurya	ɡʊɾˈɡuɾ.jɐ
pipay	ˈpiː.paɪ̯
kabilaang-lapi	ˌkaː.bɪˌlaː.ʔɐn̪ ˈlaː.pɪʔ
marihuwana	mɐ.ɾɪˈhwaː.n̪ɐ
eksklusibo	ʔɛks.klʊˈsiː.bo
gulyeriya	ɡʊl.jɛˈɾiː.jɐ
kuwarenta y uno	kwɐˌɾɛn̪.t̪ɐ ʔɪ ˈʔuː.n̪o
sintunis	sɪn̪ˈt̪uː.n̪ɪs
ingkirdiyon	ʔɪŋ.kɪɾˈd͡ʒon̪
limusina	lɪ.mʊˈsiː.n̪ɐ
dawag	ˈd̪aː.wɐɡ̚
payuhan	pɐˈjuː.hɐn̪
gamugamo	ɡɐ.mʊ.ɣɐˈmo
mangangailangan	mɐ.ŋɐ.ŋɐ.ʔɪˈlaː.ŋɐn̪
tungkos	t̪ʊŋˈkos
sangkletas	sɐŋˈklɛː.t̪ɐs
sayantipiko	sɐ.jɐn̪ˌt̪iː.pɪˈxo
anghit	ʔɐŋˈhɪt̪̚
isko	ʔɪsˈko
buhong-tsina	ˌbuː.hon̪ ˈt͡ʃiː.n̪ɐ
sa aba mo	sɐ ʔɐˈbaʔ mo
baket	ˈbaː.xɛt̪̚
manilenyo	mɐ.n̪ɪˈlɛː.ɲo
tosta	t̪osˈt̪a
araw ng paghuhukom	ˌʔaː.ɾaʊ̯ n̪ɐm pɐɡ.hʊ.hʊˈxom
taknahaynayan	t̪ɐkˌn̪aː.haɪ̯ˈn̪aː.jɐn̪
bai-baitang	bɐˌʔɪ bɐ.ʔɪˈt̪aŋ
salipadpad	sɐ.lɪ.pɐd̪ˈpad̪̚
dekoy	ˈd̪ɛː.xoɪ̯
usigin	ʔʊˈsiː.ɣɪn̪
tiket	ˈt̪iː.xɛt̪̚
lintik	lɪn̪ˈt̪ɪk̚
amina	ˌʔaː.mɪˈn̪a
alpinista	ʔɐl.pɪˈn̪is.t̪ɐ
desterado	d̪ɛs.t̪ɛˈɾaː.d̪o
kenopodyo	kɛ.n̪oˈpoː.d͡ʒo
propaganda	pɾo.pɐˈɣan̪.d̪ɐ
instrumento	ʔɪn̪s.t̪ɾʊˈmɛn̪.t̪o
aprikano	ʔɐ.pɾɪˈxaː.n̪o
garbo	ˈɡaɾ.bo
sapagka	sɐ.pɐɡˈkaʔ
anggolana	ʔɐŋ.ɡoˈlaː.n̪ɐ
akumen	ʔɐˈxuː.mɛn̪
iluhog	ʔɪˈluː.hoɡ̚
amputi	ʔɐm.pʊˈt̪ɪʔ
adiyaw	ʔɐˈd̪iː.jaʊ̯
katuparan	kɐ.t̪ʊˈpaː.ɾɐn̪
ametista	ʔɐ.mɛˈt̪is.t̪ɐ
kamayan	kɐˈmaː.jɐn̪
kyutikel	ˌkjuː.t̪ɪˈxɛl
madila	mɐˈd̪iː.lɐʔ
nabubulok	n̪ɐˌbuː.bʊˈlok̚
kalangitan	kɐ.lɐˈŋiː.t̪ɐn̪
istrikto	ʔɪsˈt̪ɾik.t̪o
mangalabit	mɐ.ŋɐ.lɐˈbɪt̪̚
lingo	lɪˈŋo
ulipores	ʔʊ.lɪˈpoː.ɾɛs
korapsiyon	ko.ɾɐpˈʃon̪
balibulan	ˌbaː.lɪˈbuː.lɐn̪
karetela	kɐ.ɾɛˈt̪ɛː.lɐ
biskuwit	ˈbis.kwɪt̪̚
likido	ˌliː.xɪˈd̪o
ahas-na-tulog	ˌʔaː.hɐs n̪ɐ t̪ʊˈloɡ̚
tulugan	t̪ʊ.lʊˈɣan̪
teknik	t̪ɛkˈn̪ɪk̚
medya-agwa	ˌmɛː.d͡ʒɐ ˈʔaɡ.wɐ
padugo	pɐ.d̪ʊˈɣoʔ
hamo	ˈhaː.mo
luhod	lʊˈhod̪̚
desempleyo	d̪ɛ.sɛmˈplɛː.jo
isod	ˈʔiː.sod̪̚
marami ka pang kakaining bigas	mɐˌɾaː.mɪ xɐ ˌpaŋ ˌkaː.xɐˌʔiː.n̪ɪm bɪˈɣas
diskompiyado	d̪ɪs.komˈpjaː.d̪o
almasenahe	ʔɐl.mɐ.sɛˈn̪aː.hɛ
tirak	t̪ɪˈɾak̚
may mga kapatid ka ba	maɪ̯ mɐˌŋa xɐ.pɐˈt̪ɪd̪ kɐ bɐ
sanglay	sɐn̪ˈlaɪ̯
bapor-de-gera	bɐˌpoɾ d̪ɛ ˈɡɛː.ɾɐ
kasal sa pikot	kɐˌsal sɐ ˈpiː.xot̪̚
labulabo	ˌlaː.bʊˈlaː.bo
gremyo	ˈɡɾɛm.jo
isine-share	ʔɪ.sɪ.n̪ɛˈʃeɪ̯ɾ
trosohan	t̪ɾo.soˈhan̪
lamon	ˈlaː.mon̪
andamyo	ʔɐn̪ˈd̪am.jo
mabilis	mɐ.bɪˈlɪs
ampota	ʔɐmˈpoː.t̪ɐ
pagwitwit	pɐɡ.wɪt̪ˈwɪt̪̚
pelota	pɛˈloː.t̪ɐ
sandamukal	sɐn̪.d̪ɐˈmuː.xɐl
kolis	ˈkoː.lɪs
krukat	ˈkɾuː.xɐt̪̚
kumukupas	kʊ.mʊˈxuː.pɐs
anghelito	ʔɐŋ.hɛˈliː.t̪o
sambot	sɐmˈbot̪̚
gara	ˈɡaː.ɾɐʔ
selfi	ˈsɛl.fɪ
pagbaligtad	pɐɡ.bɐ.lɪɡˈt̪ad̪̚
dumukot	d̪ʊˈmuː.xot̪̚
mawalan ng ulirat	mɐ.wɐˌlan̪ n̪ɐŋ ʔʊ.lɪˈɾat̪̚
katanway	kɐ.t̪ɐn̪ˈwaɪ̯
days	ˈd̪aɪ̯s
dagihaynayan	d̪ɐ.ɣɪ.haɪ̯ˈn̪aː.jɐn̪
nido	ˈn̪iː.d̪o
poker	ˈpoː.xɛɾ
yabat	jɐˈbat̪̚
idaos	ʔɪˈd̪aː.ʔos
meganon	ˌmɛː.ɣɐˈn̪on̪
angolana	ʔɐŋ.ɡoˈlaː.n̪ɐ
initdagitban	ˌʔiː.n̪ɪt̪.d̪ɐ.ɣɪt̪ˈban̪
kasumba	kɐ.sʊmˈba
eksalumno	ʔɛk.sɐˈlum.n̪o
seremonyal	sɛ.ɾɛ.monˈɲal
halaman	hɐˈlaː.mɐn̪
adyes	ʔɐdˈd͡ʒɛs
dulsainas	d̪ʊlˈsaɪ̯.n̪ɐs
aresto	ʔɐˈɾɛs.t̪o
budhi	bʊd̪ˈhɪʔ
humalili	hʊ.mɐˈliː.lɪ
inyeksyon	ʔɪn.ɲɛkˈʃon̪
relikaryo	ɾɛ.lɪˈxaɾ.jo
real	ɾɛˈjal
retsam	ˈɾɛt̪.sɐm
salalak	sɐˈlaː.lɐk̚
lukob	ˈluː.xob̚
sumikip	sʊ.mɪˈxɪp̚
anggulong tuwid	ˌʔaŋ.ɡʊˌloŋ ˈt̪wɪd̪̚
kakastiguhin	kɐ.xɐs.t̪ɪˈɣuː.hɪn̪
ohiya	ʔoˈhiː.jɐ
dagasa	d̪ɐ.ɣɐˈsaʔ
istik	ʔɪsˈt̪ɪk̚
bupete	bʊˈpɛː.t̪ɛ
abanse	ʔɐˈban̪.sɛ
aawat	ʔɐˈʔaː.wɐt̪̚
kuskos-balungos	kʊsˌkos bɐˈluː.ŋos
pandamdam	pɐn̪.d̪ɐmˈd̪am
silya	ˈsil.jɐ
bolyum	ˈbol.jʊm
beterano	bɛ.t̪ɛˈɾaː.n̪o
mahalimuyak	mɐ.hɐ.lɪˈmuː.jɐk̚
agham	ʔɐɡˈham
pantay-dagat	pɐn̪ˌt̪aɪ̯ ˈd̪aː.ɣɐt̪̚
solo	ˈsoː.lo
gulong-gulungan	ɡʊˌloŋ ɡʊˈluː.ŋɐn̪
kusilba	kʊ.sɪlˈba
pamilya	pɐˈmil.jɐ
sutmondilaw	sʊt̪ˌmon̪.d̪ɪˈlaʊ̯
mabuhok	mɐ.bʊˈhok̚
animasyon	ʔɐ.n̪ɪ.mɐˈʃon̪
kreasyon	kɾɛ.jɐˈʃon̪
kompromiso	kom.pɾoˈmiː.so
taludturan	ˌt̪aː.lʊd̪ˈt̪uː.ɾɐn̪
buwenamano	ˌbwɛː.n̪ɐˈmaː.n̪o
ayslahan	ʔaɪ̯s.lɐˈhan̪
hininikan	hɪ.n̪ɪ.n̪ɪˈxan̪
dada	d̪ɐˈd̪aʔ
tiyera	ˈt͡ʃɛː.ɾɐ
istokada	ʔɪs.t̪oˈxaː.d̪ɐ
laptop	ˈlap.t̪ɐp̚
miyerkoles de senisa	ˌmjɛɾ.koˌlɛs d̪ɛ sɛˈn̪iː.sɐ
ikabalik	ʔɪ.xɐ.bɐˈlɪk̚
ipinatunay	ʔɪ.pɪ.n̪ɐˈt̪uː.n̪aɪ̯
nagustuhan	n̪ɐ.ɣʊs.t̪ʊˈhan̪
abaseria	ʔɐ.bɐ.sɛˈɾiː.jɐ
adenoma	ʔɐ.d̪ɛˈn̪oː.mɐ
proa	ˈpɾoː.wɐ
ulila sa ina	ʔʊˌliː.lɐ sɐ ʔɪˈn̪a
dugyot	d̪ʊɡˈjot̪̚
patriyarka	pɐt̪ˈɾjaɾ.kɐ
apgano	ʔɐpˈɡaː.n̪o
langis ng oliba	lɐˌŋɪs n̪ɐŋ ʔoˈliː.bɐ
datiles	ˌd̪aː.t̪ɪˈlɛs
idalum	ʔɪˈd̪aː.lʊm
pasukdol	pɐ.sʊkˈd̪ol
pagsuob ng kamangyan	pɐɡ.sʊˌʔob n̪ɐŋ kɐ.mɐŋˈjan̪
kurason	kʊ.ɾɐˈson̪
serpentina	sɛɾ.pɛn̪ˈt̪iː.n̪ɐ
positibismo	po.sɪ.t̪ɪˈbis.mo
agawan base	ʔɐ.ɣɐˌwam ˈbeɪ̯s
bura	bʊˈɾa
parirala	pɐ.ɾɪˈɾaː.lɐ
integridad	ʔɪn̪.t̪ɛɡ.ɾɪˈd̪ad̪̚
etiketa	ʔɛ.t̪ɪˈxɛː.t̪ɐ
osyoso	ʔoˈʃoː.so
kawali	kɐˈwaː.lɪʔ
aksentuhan	ʔɐkˌsɛn̪.t̪ʊˈhan̪
panggalingan	pɐŋ.ɡɐˈliː.ŋɐn̪
eskultor	ʔɛs.kʊlˈt̪oɾ
iyero	ʔɪˈjɛː.ɾo
eksam	ʔɛkˈsam
gulod	ɡʊˈlod̪̚
ango	ʔɐˈŋo
mangangaso	mɐ.ŋɐˈŋaː.so
armonika	ʔɐɾˌmoː.n̪ɪˈxa
paiwa	pɐˈʔiː.wɐʔ
nya	ˈɲa
botser	ˈboː.t͡ʃɛɾ
inuusisa	ʔɪ.n̪ʊ.ʔʊˈsiː.sɐʔ
mariposa	mɐ.ɾɪˈpoː.sɐ
guni	ɡʊˈn̪ɪ
makata	mɐˈxaː.t̪ɐʔ
baria	bɐɾˈja
portpolyo	poɹt̪ˈpol.jo
kapaskuhan	kɐ.pɐs.kʊˈhan̪
katalonan	kɐ.t̪ɐˈloː.n̪ɐn̪
lete	ˈlɛː.t̪ɛ
katarungan	kɐ.t̪ɐˈɾuː.ŋɐn̪
pagsasalin	pɐɡ.sɐˈsaː.lɪn̪
haypotisis	haɪ̯ˌpoː.t̪ɪˈsɪs
lawak	ˈlaː.wɐk̚
kila	kɪˈla
awtput	ˈʔaʊ̯t̪.pʊt̪̚
maisan	mɐˈʔiː.sɐn̪
tsispa	ˈt͡ʃis.pɐ
basurera	bɐ.sʊˈɾɛː.ɾɐ
lapida	ˌlaː.pɪˈd̪a
ostrits	ˈʔos.t̪ɾɪt͡ʃ
kung loloobin	kʊn̪ ˌloː.lo.ʔoˈbɪn̪
weder	ˈwɛː.d̪ɛɾ
walang-bisa	wɐˌlam ˈbiː.sɐʔ
kalang	ˈkaː.lɐŋ
bey	ˈbeɪ̯
habal	ˈhaː.bɐl
pastores	pɐsˈt̪oː.ɾɛs
apatnaraan	ˌʔaː.pɐt̪.n̪ɐ.ɾɐˈʔan̪
gantso	ˈɡan̪.t͡ʃo
tambang	t̪ɐmˈbaŋ
kontrasepsyon	kon̪.t̪ɾɐ.sɛpˈʃon̪
igorot	ʔɪ.ɣoˈɾot̪̚
alkahuwete	ʔɐl.kɐˈhwɛː.t̪ɛ
walna	wɐlˈn̪aʔ
labawsugnayan	lɐ.baʊ̯.sʊɡˈn̪aː.jɐn̪
magmasahe	mɐɡ.mɐˈsaː.hɛ
blater	ˈblaː.t̪ɛɾ
kabo	ˈkaː.bo
magtagpo	mɐɡ.t̪ɐɡˈpoʔ
pitis	ˈpiː.t̪ɪs
atsoy	ʔɐtˈt͡ʃoɪ̯
sira ang tuktok	sɪˌɾaʔ ʔɐn̪ t̪ʊkˈt̪ok̚
armalayt	ˌʔaɾ.mɐˈlaɪ̯t̪
ipagtapat	ʔɪ.pɐɡ.t̪ɐˈpat̪̚
alkabala	ʔɐl.kɐˈbaː.lɐ
saktan	sɐkˈt̪an̪
magpasubasta	mɐɡ.pɐ.sʊˈbas.t̪ɐ
laro	lɐˈɾoʔ
duldol	d̪ʊlˈd̪ol
panauhan	pɐ.n̪ɐˈʔuː.hɐn̪
asteraro	ʔɐs.t̪ɛˈɾaː.ɾo
atat	ʔɐˈt̪at̪̚
malawak	mɐˈlaː.wɐk̚
putbol	ˈput̪.bol
plantsahan	plɐn̪ˈt͡ʃaː.hɐn̪
subasob	sʊˈbaː.sob̚
gat	ˈɡat̪̚
karagsinan	kɐ.ɾɐɡ.sɪˈn̪an̪
islogan	ʔɪsˈloː.ɣɐn̪
buwang patunaw	ˌbwam pɐ.t̪ʊˈn̪aʊ̯
labon	lɐˈbon̪
dalawampu't pito	d̪ɐ.lɐ.wɐmˌpʊt̪ pɪˈt̪o
bangking	ˈbaŋ.kɪŋ
tore	ˈt̪oː.ɾɛ
atik	ʔɐˈt̪ɪk̚
labo-labo	ˌlaː.bo ˈlaː.bo
kreyon	kɾɛˈjon̪
uslak	ʔʊsˈlak̚
lunademyel	ˌluː.n̪ɐ.d̪ɛmˈjɛl
radyador	ɾɐd.d͡ʒɐˈd̪oɾ
mahal	mɐˈhal
apisyunado	ʔɐ.pɪ.ʃʊˈn̪aː.d̪o
seradura	sɛ.ɾɐˈd̪uː.ɾɐ
tambugak	t̪ɐmˈbuː.ɣɐk̚
nipones	n̪ɪˈpoː.n̪ɛs
suga	ˈsuː.ɣɐ
santelmo	sɐn̪ˈt̪ɛl.mo
barumbarong	ˌbaː.ɾʊmˈbaː.ɾoŋ
pekado man	pɛˌxaː.d̪o ˈman̪
kubil	kʊˈbɪl
parigilid	pɐ.ɾɪ.ɣɪˈlɪd̪̚
dambalasek	d̪ɐm.bɐˈlaː.sɛk̚
ordenasyon	ʔoɾ.d̪ɛ.n̪ɐˈʃon̪
kulay-apoy	ˌkuː.laɪ̯ ʔɐˈpoɪ̯
obertaym	ˌʔoː.bɛɾˈt̪aɪ̯m
anib	ˈʔaː.n̪ɪb̚
anlambot	ʔɐn̪.lɐmˈbot̪̚
albakora	ʔɐl.bɐˈxoː.ɾɐ
mabato	mɐ.bɐˈt̪o
tiba-tiba	t̪ɪˌbaʔ t̪ɪˈbaʔ
sugnayanon	sʊɡ.n̪ɐˈjaː.n̪on̪
sumaksak	sʊ.mɐkˈsak̚
bahag	bɐˈhaɡ̚
kulebrang-tubig	kʊˌlɛː.bɾɐn̪ ˈt̪uː.bɪɡ̚
danumtigilan	d̪ɐ.n̪ʊm.t̪ɪˈɣiː.lɐn̪
bigotilyo	bɪ.ɣoˈt̪il.jo
kalooban	kɐ.loˈʔoː.bɐn̪
boka-insendiyo	ˌboː.xɐ ʔɪn̪ˈsɛn̪.d͡ʒo
saliksik	sɐ.lɪkˈsɪk̚
administrado	ʔɐd̪.mɪ.n̪ɪsˈt̪ɾaː.d̪o
paaralang elementarya	ˌpaː.ʔɐ.ɾɐˌlaŋ ʔɛ.lɛ.mɛn̪ˈt̪aɾ.jɐ
bayad	ˈbaː.jɐd̪̚
pinakanakapagpapabagabag	pɪ.n̪ɐ.xɐ.n̪ɐ.xɐ.pɐɡ.pɐ.pɐ.bɐˈɣaː.bɐɡ̚
lawag	ˈlaː.wɐɡ̚
hapit	ˈhaː.pɪt̪̚
masabon	mɐ.sɐˈbon̪
sintonis	sɪn̪ˈt̪oː.n̪ɪs
labi	ˈlaː.bɪʔ
diyariya	d͡ʒɐˈɾiː.jɐ
nakaaadik	n̪ɐ.xɐ.ʔɐˈʔaː.d̪ɪk̚
habang may buhay, may pag-asa	ˌhaː.bɐŋ maɪ̯ ˌbuː.haɪ̯ | maɪ̯ pɐɡˈʔaː.sɐ
